id;iterations;dim;time;checksum;seed
reference/tiled-bitwise-macro;1000;8192;80.9485;355861-363108-365343-361855-360039-363070-364987-360278;42
reference/tiled-bitwise-macro;100;16384;31.0578;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0563;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0542;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.054;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0569;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0548;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0531;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0564;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.0588;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;16384;31.049;3179756-3167513-3171884-3162178-3168705-3167231-3170386-3160206;42
reference/tiled-bitwise-macro;100;32768;120.108;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/tiled-bitwise-macro;100;32768;122.293;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
reference/tiled-bitwise-macro;100;32768;122.963;12679327-12670776-12689068-12691941-12691084-12694893-12679945-12672771;42
